t s(t) + błąd
0 -0.176266613
0.1 -12.39497408
0.2 -10.89971646
0.3 13.8402415
0.4 21.36894909
0.5 16.36180287
0.6 -1.931118943
0.7 8.529353498
0.8 21.25681598
0.9 9.442660837
1 -0.53706637
1.1 -1.672109295
1.2 4.506209329
1.3 31.31101423
1.4 12.80698139
1.5 17.47671531
1.6 13.52477602
1.7 13.43973217
1.8 -10.23237658
1.9 9.688052757
2 17.86977903
2.1 46.89410507
2.2 15.15468344
2.3 26.91518617
2.4 18.44272006
2.5 26.39409391
2.6 36.30159966
2.7 29.08501394
2.8 21.8211099
2.9 43.9346113
3 14.68002989
3.1 49.89897954
3.2 60.68676342
3.3 53.34627284
3.4 73.19911259
3.5 60.80844264
3.6 66.22265146
3.7 76.07870725
3.8 81.24744706
3.9 78.13434499
4 77.28252003
4.1 94.26656045
4.2 86.12376919
4.3 101.7892865
4.4 64.47466961
4.5 99.76148989
4.6 89.20856971
4.7 103.0784572
4.8 124.4072342
4.9 116.5088472
5 129.9840903
5.1 144.844914
5.2 132.574248
5.3 131.8764451
5.4 130.2122904
5.5 144.9927568
5.6 148.418527
5.7 156.2076574
5.8 164.9479893
5.9 184.0275257
6 184.7746119
6.1 172.3392039
6.2 190.6646556
6.3 199.3617885
6.4 199.9707552
6.5 200.1816188
6.6 208.5687725
6.7 206.4382386
6.8 219.962354
6.9 219.0819839
7 242.1329562
7.1 229.4269037
7.2 249.5009121
7.3 260.4948047
7.4 271.4766109
7.5 265.3475741
7.6 290.3170211
7.7 292.1085955
7.8 309.3441261
7.9 299.4207798
8 322.2379459
8.1 322.6213981
8.2 319.5830282
8.3 353.0980069
8.4 325.5303114
8.5 356.4523039
8.6 369.9268083
8.7 356.1716204
8.8 395.8830978
8.9 395.3542908
9 392.5504556
9.1 397.6122298
9.2 422.8552946
9.3 423.4546933
9.4 438.2709518
9.5 442.951796
9.6 457.6684078
9.7 455.9716857
9.8 480.4485241
9.9 476.6351487
10 481.940717
